"gene","logFC","logCPM","F","PValue","FDR","pct_tumor_cells_descriptive","pct_normal_cells_descriptive","experimental_unit","is_cell_cycle_like"
"DEPDC5",-0.143675597361484,1.66722173990417,0.109741209429515,0.744961768438911,0.834287489166541,0.0505548705302096,0.0276356192425793,"paired_patient_pseudobulk",FALSE
"ZNF292",0.077899615581119,5.20478814638101,0.1101533520882,0.745249445511678,0.834534592248641,0.385238682402677,0.244626407369498,"paired_patient_pseudobulk",FALSE
"CPLX1",-0.166483112426739,1.90764213549805,0.109369432270146,0.745433319778865,0.834665422362341,0.0600669367623745,0.0276356192425793,"paired_patient_pseudobulk",FALSE
"RP11-10C24.3",-0.132154453984957,1.96414593408614,0.109857656702083,0.745649885560827,0.834832830506502,0.0590100405143562,0.0358239508700102,"paired_patient_pseudobulk",FALSE
"FNBP1L",-0.0766371141450709,4.56378063470926,0.109594639207688,0.745846343895729,0.834977698183781,0.291527215078386,0.163766632548618,"paired_patient_pseudobulk",FALSE
"NOXO1",0.11594144943345,4.57887244805886,0.109525298830881,0.74593956665463,0.835006977598467,0.322353355645587,0.149437052200614,"paired_patient_pseudobulk",FALSE
"ITGB5",0.0808584995392212,4.02272712405779,0.109320587776071,0.746072174643416,0.835060034771327,0.221067465210498,0.114636642784033,"paired_patient_pseudobulk",FALSE
"SEPT6",-0.121804164174135,2.79958818502467,0.109258092602656,0.746121110586044,0.835060034771327,0.107451118548529,0.0470829068577277,"paired_patient_pseudobulk",FALSE
"FXR1",-0.110523791737112,4.99614091263333,0.108966488678101,0.746589990987376,0.835509697779131,0.394574599260173,0.193449334698055,"paired_patient_pseudobulk",FALSE
"SACM1L",0.0970420259684966,3.1938661912511,0.108536754360779,0.746696564535951,0.83552662282184,0.15730139158006,0.0767656090071648,"paired_patient_pseudobulk",FALSE
"NSD1",0.077178207719593,3.83959757599532,0.108793137159359,0.746745718719656,0.83552662282184,0.224590452703893,0.112589559877175,"paired_patient_pseudobulk",FALSE
"MDN1",0.087331118247136,3.08595116119333,0.108641435084668,0.746806446486862,0.83552662282184,0.152016910339968,0.0665301944728762,"paired_patient_pseudobulk",FALSE
"NDC1",0.0796606348716946,3.58201940700687,0.108624769371927,0.746887807491697,0.835542564765175,0.186189889025894,0.082906857727738,"paired_patient_pseudobulk",FALSE
"VPS41",0.0845783364732022,3.6911041808004,0.108356619057234,0.74707790648128,0.835680137977712,0.204157125242205,0.0972364380757421,"paired_patient_pseudobulk",FALSE
"DICER1-AS1",0.128033588375411,1.54681046734944,0.107605637898034,0.747345894105375,0.83584623438237,0.0433327461687511,0.0214943705220061,"paired_patient_pseudobulk",FALSE
"LGMN",-0.0931950493581345,5.37927645052732,0.108274374013207,0.747360665152172,0.83584623438237,0.437555046679584,0.27021494370522,"paired_patient_pseudobulk",FALSE
"GPR39",0.109778152439989,1.71333209005256,0.107945674080678,0.747575735428041,0.836011668560057,0.0627091773824203,0.0296827021494371,"paired_patient_pseudobulk",FALSE
"RNF40",0.0640044488333879,4.0946324977636,0.10780004745908,0.747835795412952,0.836167680288391,0.261405672009864,0.133060388945752,"paired_patient_pseudobulk",FALSE
"RASA3",0.254540301059037,1.57646156904496,0.106575256039191,0.747849567872388,0.836167680288391,0.0457988374141272,0.015353121801433,"paired_patient_pseudobulk",FALSE
"KIF18A",0.182962378444332,1.10703923742223,0.106425178808081,0.74799170831028,0.836222877769611,0.0348775761846045,0.015353121801433,"paired_patient_pseudobulk",TRUE
"AC009403.2",-0.129731916514501,2.93843148895763,0.107547396344234,0.748033268250615,0.836222877769611,0.115377840408667,0.0634595701125896,"paired_patient_pseudobulk",FALSE
"H2AFJ",-0.203513587459017,8.04961608851506,0.107387470203829,0.748350397716351,0.836502285111202,0.837237977805179,0.721596724667349,"paired_patient_pseudobulk",FALSE
"B4GALT2",0.0771596418883111,3.56729718247894,0.107069247617537,0.74855694501893,0.836658045200258,0.162938171569491,0.0859774820880246,"paired_patient_pseudobulk",FALSE
"SUPV3L1",-0.0958297961430982,3.60254266000259,0.106895227816873,0.748788604903108,0.836841843002126,0.178439316540426,0.102354145342886,"paired_patient_pseudobulk",FALSE
"CSTF3",0.0702901344301518,4.54589296050542,0.106847321190017,0.748939672937612,0.836935546905418,0.348247313722036,0.148413510747185,"paired_patient_pseudobulk",FALSE
"RP11-347C12.10",0.162493220453424,1.03134812254348,0.105366373804063,0.749143036171102,0.837087668311812,0.0327637836885679,0.0133060388945752,"paired_patient_pseudobulk",FALSE
"RP11-295G20.2",0.116952842010773,4.15740692894451,0.106084707752995,0.749689674037488,0.837517568331953,0.265280958252598,0.120777891504606,"paired_patient_pseudobulk",FALSE
"IKBKB",-0.0779202311949658,3.13623972052188,0.105933202198849,0.749701324270421,0.837517568331953,0.141624097234455,0.0747185261003071,"paired_patient_pseudobulk",FALSE
"OPTN",0.094927641335699,5.74725267900813,0.106167941190043,0.749729582253785,0.837517568331953,0.431918266690153,0.332650972364381,"paired_patient_pseudobulk",FALSE
"SPPL3",0.0722117383429064,4.60631991127971,0.105847932404015,0.750035511631021,0.837784148556092,0.346485819975339,0.179119754350051,"paired_patient_pseudobulk",FALSE
"CRTC2",0.0998347210994418,2.90766083563065,0.105267334290192,0.750246039774354,0.83789942489708,0.128589043508896,0.0614124872057318,"paired_patient_pseudobulk",FALSE
"CEP295",0.089626463524152,2.30578386687051,0.105377477078687,0.750273316365675,0.83789942489708,0.0819094592214198,0.037871033776868,"paired_patient_pseudobulk",FALSE
"MTFMT",0.0892921753050377,3.78771242930796,0.105446465598821,0.750484915102587,0.838060560859916,0.244319182666902,0.100307062436029,"paired_patient_pseudobulk",FALSE
"RSF1",-0.0591825130753874,5.50792663738375,0.104309096589227,0.751855884229969,0.839516211539293,0.50343491280606,0.293756397134084,"paired_patient_pseudobulk",FALSE
"CASP8AP2",0.128873076394965,3.0315623391059,0.103910241991512,0.752141901892558,0.839696829246081,0.127179848511538,0.0644831115660184,"paired_patient_pseudobulk",FALSE
"RANBP3",0.0752863756561784,3.83896424728282,0.103946805853159,0.752152533313438,0.839696829246081,0.231107979566673,0.109518935516888,"paired_patient_pseudobulk",FALSE
"MYO1F",0.128441947875035,1.55260549798381,0.102896777682518,0.75237388866805,0.839752517218402,0.0465034349128061,0.022517911975435,"paired_patient_pseudobulk",FALSE
"CYB5D2",-0.102585190014859,3.13238924854555,0.103820340778377,0.752390177343418,0.839752517218402,0.124185309142153,0.0736949846468782,"paired_patient_pseudobulk",FALSE
"TMEM45B",0.107741167949507,6.3495707633173,0.103830537039338,0.752404765427412,0.839752517218402,0.637132288180377,0.359263050153531,"paired_patient_pseudobulk",FALSE
"NPTX2",-0.43048881300254,2.42972060508122,0.103368758471891,0.75277730597143,0.840092995638607,0.141976395983794,0.015353121801433,"paired_patient_pseudobulk",FALSE
"RPP21",0.0689477237072127,3.70453340546791,0.103297640691204,0.752935443567377,0.840194162625602,0.202747930244848,0.0972364380757421,"paired_patient_pseudobulk",FALSE
"CAMKK1",0.120977154047335,1.26757180669819,0.102277524406035,0.753094411391108,0.840296237840052,0.0406905055487053,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"RMI2",0.110394094541736,3.04600580321559,0.102860920770045,0.753257664415178,0.840382154010769,0.141271798485115,0.0460593654042989,"paired_patient_pseudobulk",FALSE
"CHRAC1",-0.0703437826575811,4.29448652429726,0.10296107896879,0.753306412751822,0.840382154010769,0.314955081909459,0.151484135107472,"paired_patient_pseudobulk",FALSE
"SECISBP2L",0.0968355944793059,3.01439266783867,0.102205825423375,0.753750902687699,0.84075918993261,0.138805707239739,0.067553735926305,"paired_patient_pseudobulk",FALSE
"RP11-666O2.2",-0.156438312576621,1.44304761769945,0.102198082994597,0.753779444018297,0.84075918993261,0.0521402149022371,0.022517911975435,"paired_patient_pseudobulk",FALSE
"CYBA",-0.049582398245622,9.15273645374536,0.102489902703172,0.753942645657671,0.840828122930899,0.920556632023956,0.76560900716479,"paired_patient_pseudobulk",FALSE
"DDX24",-0.0548629128015741,5.89787304507995,0.102464911249951,0.753977917156169,0.840828122930899,0.546063061476132,0.313203684749232,"paired_patient_pseudobulk",FALSE
"PRKD2",0.0660009387898706,3.83572350156679,0.102226288740546,0.754077184633991,0.840828122930899,0.241148493922847,0.113613101330604,"paired_patient_pseudobulk",FALSE
"AC025335.1",-0.189190320509775,1.04871248068588,0.101111823475635,0.754165934616927,0.840828122930899,0.0288884974458341,0.015353121801433,"paired_patient_pseudobulk",FALSE
"IDH3B",0.0804833871599247,6.31014462160145,0.102290396639534,0.754178927611996,0.840828122930899,0.64171217192179,0.361310133060389,"paired_patient_pseudobulk",FALSE
"VIPAS39",0.116315908497048,2.07061538196963,0.10167194979564,0.754315683059601,0.840843144936497,0.067289061123833,0.0317297850562948,"paired_patient_pseudobulk",FALSE
"TRAPPC6B",-0.104151893745844,3.17389842587394,0.10192475944191,0.754327476770741,0.840843144936497,0.148141624097234,0.0757420675537359,"paired_patient_pseudobulk",FALSE
"NKTR",-0.0669050221178471,5.65026367443929,0.102070552624754,0.754436574847859,0.840889467936961,0.47190417474018,0.285568065506653,"paired_patient_pseudobulk",FALSE
"TADA1",0.104008957580424,1.77187711394354,0.101063048416812,0.7548411759027,0.841137668415025,0.0630614761317597,0.0266120777891505,"paired_patient_pseudobulk",FALSE
"RNMT",-0.0588758065273992,4.96444662706279,0.10167911851118,0.75489008930626,0.841137668415025,0.382244143033292,0.224155578300921,"paired_patient_pseudobulk",FALSE
"BAZ2A",-0.0590755906527632,4.83894057347836,0.1016392146363,0.754913847747669,0.841137668415025,0.381011097410604,0.187308085977482,"paired_patient_pseudobulk",FALSE
"ZC3H4",-0.106359428424264,3.07888686482508,0.101498542695598,0.754929502559798,0.841137668415025,0.129822089131584,0.067553735926305,"paired_patient_pseudobulk",FALSE
"HNRNPK",0.0492079632246494,8.19079766617243,0.101504113280867,0.755086528402586,0.841237340367982,0.881451470847278,0.548618219037871,"paired_patient_pseudobulk",FALSE
"ZC4H2",0.226686600753226,1.34206244131703,0.100463025023102,0.755392021196446,0.841502385817444,0.0391051611766778,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"CCDC28A",0.112041021496402,3.93576780209544,0.100708833887445,0.755780101308692,0.841859377408357,0.261229522635195,0.126919140225179,"paired_patient_pseudobulk",FALSE
"ZNF579",0.11479156209283,2.45605432658252,0.100017143792093,0.756414377430514,0.842380784502328,0.0889554342082086,0.0419651995905834,"paired_patient_pseudobulk",FALSE
"CHERP",-0.0604384483255813,4.22302083354263,0.100336667906791,0.756423343602395,0.842380784502328,0.27021314074335,0.137154554759468,"paired_patient_pseudobulk",FALSE
"PIGG",0.0784158830101622,3.39635619670136,0.100126736108567,0.756451178372371,0.842380784502328,0.178967764664435,0.0859774820880246,"paired_patient_pseudobulk",FALSE
"AP1M2",-0.0470768084217027,6.37641719344019,0.100155003377783,0.756665266430204,0.842543830342192,0.636251541307028,0.370522006141249,"paired_patient_pseudobulk",FALSE
"AP3B1",-0.089097696399218,4.21679450061024,0.100048770671371,0.756781543685051,0.842597944811204,0.271093887616699,0.146366427840328,"paired_patient_pseudobulk",FALSE
"SLC29A2",-0.0755084029882012,3.29040754935789,0.0996803415035486,0.757058667975754,0.842831120119659,0.160295930949445,0.0788126919140225,"paired_patient_pseudobulk",FALSE
"SOCS2",0.139335006235024,3.97173788232921,0.0992532001270327,0.757328419558113,0.843056046450153,0.214373788973049,0.0716479017400205,"paired_patient_pseudobulk",FALSE
"ROM1",0.12495328604744,1.30703233941658,0.0984576625085599,0.757523085643126,0.843197355052026,0.0457988374141272,0.0194472876151484,"paired_patient_pseudobulk",FALSE
"GLMN",0.101769270954395,2.2794112506099,0.0988204923488199,0.757772980561787,0.843400107991619,0.0790910692267042,0.037871033776868,"paired_patient_pseudobulk",FALSE
"SFI1",-0.0939081233505242,2.85700568818322,0.0988032871665711,0.757923038979367,0.843491716750972,0.108860313545887,0.0644831115660184,"paired_patient_pseudobulk",FALSE
"ERBB3",-0.0564756032501872,6.28568958478883,0.0989661497878235,0.7580665671238,0.843576042249849,0.634313898185661,0.388945752302968,"paired_patient_pseudobulk",FALSE
"SCYL3",-0.114268101974078,2.12158522446947,0.098112509053274,0.758451615070026,0.843863365278339,0.0743350361106218,0.0348004094165814,"paired_patient_pseudobulk",FALSE
"NUDT22",-0.0589906978962928,5.50691224772653,0.0985835104716029,0.758519635644331,0.843863365278339,0.518407609652986,0.28863868986694,"paired_patient_pseudobulk",FALSE
"PURB",0.0807092814309937,4.18092849564075,0.0984430030071447,0.758528106090754,0.843863365278339,0.227232693323939,0.118730808597748,"paired_patient_pseudobulk",FALSE
"LINC00116",0.0800744134746511,5.2972865585302,0.0982180801620824,0.75895007096781,0.844257360931847,0.441078034172979,0.230296827021494,"paired_patient_pseudobulk",FALSE
"TMEM183A",0.0573789611622934,6.02792695302992,0.0980706841841769,0.75912602842287,0.844377651555859,0.639774528800423,0.329580348004094,"paired_patient_pseudobulk",FALSE
"PHB2",0.0535302679101499,7.24037096713576,0.097866396569705,0.759361828031763,0.844564477308867,0.763783688567906,0.41453428863869,"paired_patient_pseudobulk",FALSE
"FRK",-0.0801548536629404,3.59332230120633,0.0973874432442352,0.759552322600393,0.844613898478779,0.20133873524749,0.104401228249744,"paired_patient_pseudobulk",FALSE
"UBE2G2",-0.061939757456665,4.6719865592021,0.0976986991410813,0.759571130608617,0.844613898478779,0.349656508719394,0.163766632548618,"paired_patient_pseudobulk",FALSE
"FCHSD2",-0.121526988169894,1.75278062271277,0.097125573633403,0.759609784840714,0.844613898478779,0.0637660736304386,0.0296827021494371,"paired_patient_pseudobulk",FALSE
"RP11-872J21.3",0.110731882637516,2.15909652862839,0.0972618701197146,0.759734902377251,0.84467757944247,0.0681698079971816,0.0317297850562948,"paired_patient_pseudobulk",FALSE
"RCHY1",-0.0635096489817293,4.34869695189773,0.0972737698323624,0.760056253656899,0.844959403342119,0.31477893253479,0.159672466734903,"paired_patient_pseudobulk",FALSE
"EBLN2",0.0973261148452035,2.20954603061765,0.0968919937728931,0.760140664176554,0.84497779187483,0.0822617579707592,0.037871033776868,"paired_patient_pseudobulk",FALSE
"RNF169",-0.0859302522574068,3.05707387782511,0.0963647311727587,0.760687964695586,0.845510683015806,0.156420644706711,0.0736949846468782,"paired_patient_pseudobulk",FALSE
"TYK2",-0.0982148397298725,2.93673220257253,0.0964289694893692,0.760809064499469,0.84556979584167,0.123656861018143,0.0716479017400205,"paired_patient_pseudobulk",FALSE
"SEPSECS-AS1",-0.126318886556078,1.6600020043677,0.0958200711236572,0.760989629874631,0.84569498276704,0.0551347542716223,0.0266120777891505,"paired_patient_pseudobulk",FALSE
"FAM127B",-0.255810360218338,4.84931612750695,0.0961484282407617,0.761418153746314,0.846095681376438,0.387176325524044,0.18014329580348,"paired_patient_pseudobulk",FALSE
"SEC24B",-0.0950117164380596,3.25169899451476,0.0952778866107498,0.76213294150199,0.846814379446655,0.164875814690858,0.0870010235414534,"paired_patient_pseudobulk",FALSE
"PLA2G12A",-0.0506548224894614,5.26702141787727,0.0953236649008054,0.762407776300251,0.847044156250056,0.45288004227585,0.249744114636643,"paired_patient_pseudobulk",FALSE
"CCNT1",0.0672171772020944,3.43873483594271,0.0950634389386068,0.762591843492196,0.847173057149803,0.1884798308966,0.0839303991811668,"paired_patient_pseudobulk",FALSE
"UBR1",-0.116949011971602,2.47844076736641,0.0945363500422582,0.762920416316592,0.847462453884865,0.094944512946979,0.0522006141248721,"paired_patient_pseudobulk",FALSE
"SCO1",0.0677005538599233,4.38920871746829,0.0947826622317864,0.763057748837204,0.847539385585083,0.296283248194469,0.143295803480041,"paired_patient_pseudobulk",FALSE
"ITSN2",0.0744226004454141,4.26507248205638,0.0943317533980871,0.763515908985633,0.847972619703044,0.294697903822441,0.155578300921187,"paired_patient_pseudobulk",FALSE
"CTB-50L17.10",-0.0667340489915554,3.91692454603998,0.0942965206418605,0.763603576890419,0.847994338799903,0.221772062709177,0.122824974411464,"paired_patient_pseudobulk",FALSE
"OPA1",-0.064230115274544,4.11514892408058,0.0940760930133547,0.763845516673287,0.848187360201786,0.261757970759204,0.124872057318321,"paired_patient_pseudobulk",FALSE
"BAG3",-0.123722966805165,6.39890242768351,0.0939341684001097,0.764086345886905,0.848379114090071,0.374141271798485,0.228249744114637,"paired_patient_pseudobulk",FALSE
"GRIPAP1",-0.0684754982291145,3.78943802317062,0.0937447496163525,0.764164261908446,0.848389964398087,0.199929540250132,0.114636642784033,"paired_patient_pseudobulk",FALSE
"SMPD4",0.060829726096673,4.03662857021247,0.0935839702853186,0.764418844695727,0.848596934147285,0.248018319534966,0.118730808597748,"paired_patient_pseudobulk",FALSE
"NUP98",0.0646671650864561,4.1744608700192,0.093491482302142,0.764576616236029,0.848630786177124,0.271798485115378,0.127942681678608,"paired_patient_pseudobulk",FALSE
"FAM175B",-0.0855390017359286,2.86571219006509,0.0933056544897877,0.764632609484581,0.848630786177124,0.117315483530033,0.0614124872057318,"paired_patient_pseudobulk",FALSE
"MXD4",0.0727320410402561,4.38650596015585,0.093429853032208,0.764653828059034,0.848630786177124,0.278139862603488,0.140225179119754,"paired_patient_pseudobulk",FALSE
"LPCAT2",0.0780441118468117,3.69935375965186,0.0932523592397316,0.764725621777545,0.848634815146665,0.21402149022371,0.0849539406345957,"paired_patient_pseudobulk",FALSE
"NAPA-AS1",-0.158118767870948,1.51464119590521,0.09243969434807,0.764877021212854,0.848727175944744,0.04403734366743,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"LINC00909",-0.103556072689353,1.90857132518966,0.0925588197466215,0.765154459586439,0.848959363858049,0.0635899242557689,0.0327533265097236,"paired_patient_pseudobulk",FALSE
"UCP2",0.144939292750815,4.31593597012274,0.0926858800923513,0.765523775647234,0.849293442060958,0.275849920732781,0.109518935516888,"paired_patient_pseudobulk",FALSE
"LMAN2L",0.0803510053841942,2.58704779561865,0.0924649225757849,0.765626572049365,0.849316389771958,0.102342786683107,0.0470829068577277,"paired_patient_pseudobulk",FALSE
"DZIP3",0.0882116389999192,2.11480906688114,0.0920841810167985,0.765706454264997,0.849316389771958,0.0653514180024661,0.0317297850562948,"paired_patient_pseudobulk",FALSE
"CSF1",-0.120085764288139,1.31259361482984,0.0914659291629127,0.765753842599383,0.849316389771958,0.0285361986964946,0.0194472876151484,"paired_patient_pseudobulk",FALSE
"RAB38",-0.312973321652858,0.191602266580225,0.0915211427152327,0.765817332657028,0.849316389771958,0.0155011449709354,0.00716479017400205,"paired_patient_pseudobulk",FALSE
"KRTCAP3",-0.0749974117708289,6.90418348041446,0.0924217829964976,0.765928671837166,0.84936420810303,0.724326228641888,0.416581371545548,"paired_patient_pseudobulk",FALSE
"TMEM176A",-0.11620164965707,7.24868921826003,0.0922814443273846,0.76610324037024,0.849421543702976,0.695790029945394,0.532241555783009,"paired_patient_pseudobulk",FALSE
"UFSP2",-0.0636261000902225,3.59508880959797,0.0921231697203437,0.766116828453069,0.849421543702976,0.201867183371499,0.100307062436029,"paired_patient_pseudobulk",FALSE
"EXOC8",-0.115483791764785,1.92091245217833,0.0917999000145672,0.766371496536594,0.84950864726034,0.0665844636251541,0.0307062436028659,"paired_patient_pseudobulk",FALSE
"DDA1",0.0817399950075589,5.45784077090122,0.0920381777611449,0.766398167951637,0.84950864726034,0.522811344019729,0.266120777891505,"paired_patient_pseudobulk",FALSE
"PLEKHA5",0.0649825333646052,4.43482820801415,0.0919696987536812,0.766400090444027,0.84950864726034,0.317245023780166,0.152507676560901,"paired_patient_pseudobulk",FALSE
"ERP29",0.0678877544632316,7.60256222047628,0.0918895792719731,0.766579431543898,0.849631792283587,0.815923903470143,0.555783009211873,"paired_patient_pseudobulk",FALSE
"EFNA3",-0.124689468235413,3.67261180474356,0.0917037599245396,0.766743900537554,0.849738433478062,0.165756561564206,0.102354145342886,"paired_patient_pseudobulk",FALSE
"WDHD1",-0.106491636789679,1.59806466847177,0.0905362190516815,0.767471347438129,0.850468916386712,0.0517879161528977,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"ZNF641",-0.117768462223917,1.02040750584307,0.0905399975847891,0.767606999410849,0.850543533523058,0.0306499911925313,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"SORT1",0.0740294862579584,3.77848544823454,0.0908820860833928,0.767681345168308,0.850550213343903,0.183019200281839,0.0992835209825998,"paired_patient_pseudobulk",FALSE
"DHX9",-0.0643495778897074,5.41488366902682,0.0909415201324645,0.767755540131523,0.850556724918799,0.488462215959133,0.245649948822927,"paired_patient_pseudobulk",FALSE
"FUS",0.0464449515330136,7.71563236373099,0.0905592338238849,0.768220814658342,0.850921217289129,0.827549762198344,0.563971340839304,"paired_patient_pseudobulk",FALSE
"CHAC2",0.110526484832642,2.69577480955354,0.0903972003375028,0.768221243560627,0.850921217289129,0.0954729610709882,0.04503582395087,"paired_patient_pseudobulk",FALSE
"HOXB9",-0.104005009421084,4.84544438021763,0.0903103502165743,0.768393919608604,0.85103676711388,0.344548176853972,0.17093142272262,"paired_patient_pseudobulk",FALSE
"C5orf24",0.0676248187959228,4.32449034000066,0.0898962225084838,0.769014147086759,0.85160954520755,0.287475779460983,0.139201637666325,"paired_patient_pseudobulk",FALSE
"OGFRL1",0.172287892677229,1.58974786210836,0.0897241595126501,0.769047880864939,0.85160954520755,0.0591861898890259,0.0214943705220061,"paired_patient_pseudobulk",FALSE
"DDB2",-0.0840440782835044,3.40454213022288,0.0898016720124287,0.769174208434768,0.851673683298903,0.15694909283072,0.0788126919140225,"paired_patient_pseudobulk",FALSE
"MAPKAPK2",-0.0581993191072719,4.80921422120993,0.089588736654892,0.76939789298538,0.85184559961476,0.363748458692972,0.188331627430911,"paired_patient_pseudobulk",FALSE
"PNPLA8",-0.0566061620572056,4.61845970270669,0.0893655620302521,0.769555783698237,0.851944647611867,0.336797604368504,0.187308085977482,"paired_patient_pseudobulk",FALSE
"DUSP23",0.0669107479752573,6.33528796677427,0.0893400358680819,0.769742593752241,0.852075690603308,0.695261581821385,0.368474923234391,"paired_patient_pseudobulk",FALSE
"CNTNAP2",-0.187073070149452,2.4380815865801,0.088840402748402,0.769858897452849,0.852128669389045,0.104104280429804,0.0327533265097236,"paired_patient_pseudobulk",FALSE
"SLC39A14",-0.0889501207151674,4.86494355299351,0.0891149000949354,0.770025427692116,0.852237227732851,0.347190417474018,0.192425793244626,"paired_patient_pseudobulk",FALSE
"VPS8",0.0881261277039036,2.79306038062135,0.0882836081103101,0.770576428575401,0.852771247623444,0.121014620398098,0.0593654042988741,"paired_patient_pseudobulk",FALSE
"CIB1",0.0707830670082602,8.02719668995791,0.0882270289623703,0.771130884725652,0.853308996074515,0.863660384005637,0.686796315250768,"paired_patient_pseudobulk",FALSE
"THAP9-AS1",-0.0867901957101447,4.81054036697288,0.0878372073428193,0.771582404136652,0.853729236169582,0.391756209265457,0.178096212896622,"paired_patient_pseudobulk",FALSE
"C3orf67",0.219345540107124,1.16058107988929,0.0871187625249249,0.771647798764362,0.853729236169582,0.0376959661793201,0.0143295803480041,"paired_patient_pseudobulk",FALSE
"LINC00680",0.147440848962821,1.32404528495807,0.0866298123490115,0.772151993046116,0.854211152783379,0.0438611942927603,0.0163766632548618,"paired_patient_pseudobulk",FALSE
"PCBD2",-0.063168949219635,3.41073212660401,0.0871181099997743,0.772484933066884,0.854503546573319,0.165051964065528,0.082906857727738,"paired_patient_pseudobulk",FALSE
"SLC37A3",-0.0647007127674617,4.05716922187,0.08685343342867,0.77277658299794,0.85475021840124,0.243438435793553,0.142272262026612,"paired_patient_pseudobulk",FALSE
"DIRC2",0.0926861326692283,2.30246064843024,0.086459804778064,0.772952494237366,0.854865138944074,0.0859608948388233,0.0399181166837257,"paired_patient_pseudobulk",FALSE
"CLCN6",-0.112550877510649,1.52574059317322,0.0862510341991028,0.773017809978504,0.854865138944074,0.0422758499207328,0.0245649948822927,"paired_patient_pseudobulk",FALSE
"TMUB1",0.0627307953223019,5.65012900164432,0.0864972347778429,0.773323626170411,0.855127377726407,0.549938347718866,0.31525076765609,"paired_patient_pseudobulk",FALSE
"LBR",-0.0802954730063156,5.67462617265219,0.0861904524372011,0.773714111814567,0.855348800825417,0.529152721507839,0.237461617195496,"paired_patient_pseudobulk",FALSE
"TCTA",-0.0836196767908811,3.51144544726337,0.0857956829952937,0.773770922438137,0.855348800825417,0.170512594680289,0.102354145342886,"paired_patient_pseudobulk",FALSE
"RSPH3",-0.0679523386206993,3.43658118311328,0.0859221187668606,0.773805180130002,0.855348800825417,0.183547648405848,0.0931422722620266,"paired_patient_pseudobulk",FALSE
"RAB30",0.11887115015199,2.15105760976791,0.0860111354159409,0.773830110314344,0.855348800825417,0.0743350361106218,0.0327533265097236,"paired_patient_pseudobulk",FALSE
"CSRNP2",0.0837617442879853,3.15828047401788,0.085739596379841,0.773867380923493,0.855348800825417,0.138981856614409,0.0706243602865916,"paired_patient_pseudobulk",FALSE
"ELMO2",0.108938097170669,2.09860196382772,0.085484696146972,0.774054959587152,0.855480181700847,0.0762726792319887,0.0317297850562948,"paired_patient_pseudobulk",FALSE
"MAFG",0.0658760160487422,4.9678788405386,0.0857385098304201,0.774175768111431,0.855537751907271,0.392108508014797,0.200614124872057,"paired_patient_pseudobulk",FALSE
"BCL2L13",-0.0652742618676733,4.28633863368831,0.085601776726768,0.774362196400989,0.855667821531226,0.267923198872644,0.152507676560901,"paired_patient_pseudobulk",FALSE
"TMEM94",0.0657620789543437,2.99645987574753,0.085196272936046,0.774601986641935,0.855856827626206,0.141095649110446,0.0665301944728762,"paired_patient_pseudobulk",FALSE
"TRAPPC11",0.0967480283425242,2.39595741323544,0.0850406687439152,0.77481831398012,0.855945098672673,0.102695085432447,0.04503582395087,"paired_patient_pseudobulk",FALSE
"SDCBP",0.0749510853033625,6.99685768801953,0.085321050709188,0.774819378477191,0.855945098672673,0.787916152897657,0.454452405322416,"paired_patient_pseudobulk",FALSE
"SPDL1",0.0874134395686581,2.43230583901375,0.0845764702119974,0.775324773023327,0.856427417632901,0.0882508367095297,0.0388945752302968,"paired_patient_pseudobulk",FALSE
"OSER1",0.0647191754553636,6.11038606035914,0.0848139790401407,0.775457218847243,0.856497726636637,0.605249251365158,0.33367451381781,"paired_patient_pseudobulk",FALSE
"ABHD14A",0.0970527134093683,4.05000095888802,0.0847269657511762,0.775592812653424,0.856571499825701,0.214197639598379,0.107471852610031,"paired_patient_pseudobulk",FALSE
"PYROXD1",0.0530989521579668,3.99665379208609,0.0842436408457837,0.776050863810528,0.856996704767351,0.248546767658975,0.128966223132037,"paired_patient_pseudobulk",FALSE
"COCH",-0.261702693211819,1.22551114856055,0.0833105651120106,0.776116438358634,0.856996704767351,0.0401620574246961,0.015353121801433,"paired_patient_pseudobulk",FALSE
"TMX2",-0.0550278023380462,5.84582702863078,0.0842590062038635,0.776184324735474,0.856996704767351,0.577241500792672,0.296827021494371,"paired_patient_pseudobulk",FALSE
"SLC12A6",-0.101449474417552,1.73357197486661,0.0835134811289614,0.776406987091445,0.857166532702713,0.0524925136515765,0.0296827021494371,"paired_patient_pseudobulk",FALSE
"DPH5",0.0844345622999561,4.26128213889749,0.0839271451262335,0.776593520830836,0.857296447450249,0.270036991368681,0.139201637666325,"paired_patient_pseudobulk",FALSE
"GSE1",-0.0667186328320719,4.40961695790081,0.0834152568666655,0.777208588758532,0.857899364309223,0.298044741941166,0.156601842374616,"paired_patient_pseudobulk",FALSE
"MAPK6",-0.0839590311501492,4.62412791324369,0.0828399816680059,0.77787639549572,0.858543811559505,0.347014268099348,0.176049129989765,"paired_patient_pseudobulk",FALSE
"CCDC126",-0.104974947167554,2.62120548211516,0.0825712165930185,0.777930340417893,0.858543811559505,0.0984675004403734,0.0573183213920164,"paired_patient_pseudobulk",FALSE
