"source","target","interaction_name","prob_tumor","pval_tumor","ligand","receptor","pathway_name","annotation","prob_normal","pval_normal","prob_difference","significant_tumor","significant_normal","comparison_status","evidence_scope","n_pairs","median_tumor","median_normal","median_difference","p_value","FDR","donor_supported","interpretation","donor_support","axis"
"Stromal_1","Epithelial","THBS2_SDC4",0.00805883174430712,0,"THBS2","SDC4","THBS","ECM-Receptor",0,1,0.00805883174430712,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,0.631824510963964,0,0.580758069017513,0.0224942712224497,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → THBS2_SDC4"
"Stromal_2","Epithelial","COL6A1_CD44",0.0353239307081644,0,"COL6A1","CD44","COLLAGEN","ECM-Receptor",0,1,0.0353239307081644,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,1.15008834819678,0.697864311743889,0.579456231562933,0.0591720678258594,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL6A1_CD44"
"Stromal_1","Epithelial","THBS2_SDC1",0.00348749799102844,0,"THBS2","SDC1","THBS","ECM-Receptor",0,1,0.00348749799102844,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,0.576549824920716,0,0.576549824920716,0.0224942712224497,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → THBS2_SDC1"
"Stromal_2","Epithelial","COL6A3_SDC4",0.0366862682502766,0,"COL6A3","SDC4","COLLAGEN","ECM-Receptor",0.00579616609276335,0,0.0308901021575133,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,1.08198283217221,0.625270853530824,0.574956112525172,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL6A3_SDC4"
"Stromal_3","Epithelial","COL6A2_CD44",0.0328193975150263,0,"COL6A2","CD44","COLLAGEN","ECM-Receptor",0,1,0.0328193975150263,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,1.21907976541069,0.748498488327485,0.571954229676285,0.142213241936393,0.523943522923551,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_3 → COL6A2_CD44"
"Stromal_1","Epithelial","COL6A1_CD44",0.0289537808831969,0,"COL6A1","CD44","COLLAGEN","ECM-Receptor",0,1,0.0289537808831969,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,1.07489453547812,0.561677281877795,0.538744926554432,0.0142661867014469,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → COL6A1_CD44"
"Stromal_1","Epithelial","COL6A3_SDC4",0.0300693756298153,0,"COL6A3","SDC4","COLLAGEN","ECM-Receptor",0.00148355219062045,0,0.0285858234391949,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,1.00109689997282,0.498048663769684,0.532200502623312,0.058707408431205,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → COL6A3_SDC4"
"Stromal_3","Epithelial","IGF1_ITGA6_ITGB4",0.00594910444991141,0,"IGF1","ITGA6_ITGB4","IGF","Secreted Signaling",0.000213011905773963,0,0.00573609254413744,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.83809266662872,0.31538416613594,0.52270850049278,0.0934924836898357,0.426712711966683,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_3 → IGF1_ITGA6_ITGB4"
"Stromal_3","Epithelial","MDK_SDC4",0.0271655508219245,0,"MDK","SDC4","MK","Secreted Signaling",0.000645031457370222,0.06,0.0265205193645543,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.806577741585914,0.299159032495202,0.521564923140716,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_3 → MDK_SDC4"
"Stromal_2","Epithelial","COL6A2_CD44",0.0375130322598678,0,"COL6A2","CD44","COLLAGEN","ECM-Receptor",0,1,0.0375130322598678,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,1.17885991889397,0.781561560517231,0.521557332577929,0.0591720678258594,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL6A2_CD44"
"Stromal_2","Epithelial","LGALS9_P4HB",0.00607039678028976,0.5,"LGALS9","P4HB","GALECTIN","Secreted Signaling",0,1,0.00607039678028976,FALSE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.629931380936808,0.051853371145406,0.521235460802407,0.0590582290905367,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → LGALS9_P4HB"
"Stromal_2","Epithelial","COL1A2_ITGA2_ITGB1",0.0209165041650697,0,"COL1A2","ITGA2_ITGB1","COLLAGEN","ECM-Receptor",0,1,0.0209165041650697,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.884568404023301,0.470931310558152,0.495655382553244,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL1A2_ITGA2_ITGB1"
"Stromal_1","Epithelial","COL1A1_SDC1",0.029203165535957,0,"COL1A1","SDC1","COLLAGEN","ECM-Receptor",0.00475741683616525,0,0.0244457486997918,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,1.13837157058674,0.647548287129806,0.491806208190226,0.0142661867014469,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → COL1A1_SDC1"
"Stromal_2","Epithelial","MDK_ITGA6_ITGB1",0.0140242775489233,0,"MDK","ITGA6_ITGB1","MK","Secreted Signaling",0.00117212454306021,0,0.0128521530058631,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.781715364454174,0.331275632765167,0.479583611874677,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → MDK_ITGA6_ITGB1"
"Stromal_2","Epithelial","COL1A1_ITGA2_ITGB1",0.0211071836698336,0,"COL1A1","ITGA2_ITGB1","COLLAGEN","ECM-Receptor",0,1,0.0211071836698336,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.882937534394146,0.472333160450724,0.478052223040108,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL1A1_ITGA2_ITGB1"
"Stromal_1","Epithelial","COL1A2_SDC4",0.0606037935406027,0,"COL1A2","SDC4","COLLAGEN","ECM-Receptor",0.0134220936761506,0,0.0471816998644521,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,1.39678437802863,0.921163279951154,0.477983569153585,0.0142661867014469,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → COL1A2_SDC4"
"Stromal_2","Epithelial","THBS2_CD47",0.00224005152218941,0,"THBS2","CD47","THBS","ECM-Receptor",0,1,0.00224005152218941,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.569063724225112,0.0661389656104194,0.46708811855029,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → THBS2_CD47"
"Stromal_1","Epithelial","COL1A1_SDC4",0.0652740890071507,0,"COL1A1","SDC4","COLLAGEN","ECM-Receptor",0.0112124884405602,0,0.0540616005665905,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,1.41190402655426,0.868093426540918,0.46215075173158,0.0142661867014469,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → COL1A1_SDC4"
"Stromal_1","Epithelial","COL6A3_SDC1",0.0131785419697511,0,"COL6A3","SDC1","COLLAGEN","ECM-Receptor",0.0006259201128097,0,0.0125526218569414,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",8,0.784391697096839,0.347014293191496,0.452893188923628,0.058707408431205,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_1 → COL6A3_SDC1"
"Stromal_3","Epithelial","COL6A1_CD44",0.0288643006587958,0,"COL6A1","CD44","COLLAGEN","ECM-Receptor",0,1,0.0288643006587958,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.976588811369925,0.605609224432664,0.450685253962099,0.0591720678258594,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_3 → COL6A1_CD44"
"Stromal_3","Epithelial","TNC_SDC4",0,1,"TNC","SDC4","TENASCIN","ECM-Receptor",0,1,0,FALSE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.447903341369258,0.038200439821202,0.447903341369258,0.142213241936393,0.523943522923551,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_3 → TNC_SDC4"
"Stromal_2","Epithelial","COL1A1_SDC1",0.0273312865261068,0,"COL1A1","SDC1","COLLAGEN","ECM-Receptor",0.0050097209260772,0,0.0223215656000296,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,1.11827149796319,0.682612698088493,0.444493114257854,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL1A1_SDC1"
"Stromal_2","Epithelial","THBS2_SDC4",0.00247831931876592,0,"THBS2","SDC4","THBS","ECM-Receptor",0,1,0.00247831931876592,TRUE,FALSE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,0.54513451823474,0.0827052501397991,0.439891147793892,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → THBS2_SDC4"
"Stromal_2","Epithelial","COL1A2_SDC1",0.0270859351189854,0,"COL1A2","SDC1","COLLAGEN","ECM-Receptor",0.00509578090616489,0,0.0219901542128206,TRUE,TRUE,"estimated_in_both_conditions","paired_patients_but_pooled_condition_specific_CellChat",6,1.10769040613499,0.671738274455038,0.434626937640509,0.0360316862182336,0.348682767854509,FALSE,"CellChat probabilities are pooled exploratory estimates; paired donor statistics refer to an LR expression score, not a CellChat probability test.","Exploratory","Stromal_2 → COL1A2_SDC1"
