iteration,wald_z,HR_per_SD,mean_matching_distance,maximum_matching_distance,n_genes,unique_genes,genes,warning
5715,-0.989247335181781,0.891181891857064,0.294899391193139,1.21880184795648,21,21,"CYP3A5;ASPN;ANXA3;PVT1;NPC1L1;KCNQ1;IGLL3P;CTSK;FSTL1;ALDOC;GPHN;SULT1A1;GTF2H3;TRAPPC4;C1QB;GNE;STXBP3;CCN1;SAXO5;LOC401261;AP1S2",""
5716,-1.91105252094812,0.822476473084129,0.295429266733632,1.25275132689085,21,21,"CXCL9;ALOX5;TAP1;KIF4A;H3C10;SNHG17;PSAT1;SPARC;TUBA1A;GNL3L;MALT1;LRATD2;ZDHHC23;NUP37;ENPP2;CCN1;CANX;APOE;SPECC1;TRAPPC13;FITM2",""
5717,-1.68028154937065,0.835946633520078,0.249999265620462,1.2006155730361,21,21,"IL1R2;ADAMTS2;MYADM;ANKRD10;SOX7;GUSBP11;ERO1A;CLRN3;MLPH;KRCC1;SPNS2;NAP1L1;RECQL;JUNB;COL5A2;TIMP3;RPS6KA3;GSTM3;TMEM38A;EFCAB7;FOXA3",""
5718,-1.40717392652591,0.878106674184082,0.270761878432376,0.760169071002818,21,21,"EMB;SMIM24;PSMB9;ZKSCAN1;STK31;GPRC5A;TMT1A;SH3YL1;SERPINA1;DYRK2;ADAM19;FBXO21;LARP1B;ABCE1;TMPRSS2;CKB;IP6K2;GSPT2;PPCDC;CCDC146;LCP1",""
5719,-0.391961545929515,0.962923966462967,0.246371753714905,0.817140287009523,21,21,"IGLJ3;NOX1;TPX2;CDKN3;SFRP1;ALYREF;NNMT;PKM;S100A4;TBL1X;CEP44;RNASEH2A;PWWP3A;MPC1;TPBG;RGS2;FAM171A1;NT5E;DDX51;DNASE1;EGFR",""
5720,-1.31021945978409,0.829556303603673,0.255940012616922,1.09464480282062,21,21,"CCL28;WWTR1;DKK3;EMP1;ISM1;GOLM1;RGS2;TCEAL9;MT1H;LSP1P5;YTHDC2;PRC1;GMPS;NCOR2;TYROBP;IGKV1OR2-108;NT5C3B;PM20D2;HSPB2;PTPRK;LRIG1",""
5721,-0.536305287832394,0.942497852088409,0.319069379077605,1.23710828245465,21,21,"STMN3;WWTR1;H2BC12;TSC22D3;GRB14;IL2RG;CDC42;SQOR;LGALS4;ZNF544;NDRG3;ASAH1;KDM7A;GLG1;MMP11;GSTM3;TMEM243;SLC26A2;AASDH;PLAAT2;LTBP1",""
5722,-0.411769568364457,0.960809961887442,0.270822230343868,1.01666610930989,21,21,"AZGP1;CCN1;CDC42;TRIP13;SLCO5A1;SCNN1A;BIK;KLF5;HBB;RPP25;VAPB;EEA1;TMEM68;RHPN2;PLTP;ARSL;LFNG;ACTG2;C10ORF88;RNASEH2B;RGCC",""
5723,-1.55536272377416,0.835040265651134,0.257527890018304,0.768937706332304,21,21,"IGLV3-10;ZEB1;CTSL;MBNL3;EFNA5;RPL38;CCN1;PLBD1;FAM3D;CCNG2;MAP4K5;FAM171A1;PWWP3A;ABCE1;LAPTM5;CEMIP;CD2AP;APOC1;NEURL3;TAPT1-AS1;TUBB6",""
5724,-0.452297203729538,0.94927079457064,0.258809091757122,1.22187181522868,21,21,"ASPN;GOLGA8A;PRC1;TMEM30A;SLC19A3;ANXA3;SRGN;PPP1R1B;RAB31;CHML;LIF;CDC20;FXN;TMEM87A;HNRNPA2B1;CXCL9;TMED3;ALDH1A1;S1PR1;NRDC;ANGPTL2",""
5725,-0.414698430316924,0.954949859183855,0.262983099050047,0.864451341078496,21,21,"HPGD;NT5E;PKP2;EZR;FHOD3;GPRC5A;TPBG;ANXA5;TFF3;MACROD1;LTBP2;BNIP3L;SLC15A3;LRP11;ELOVL7;BGN;KTN1;CA2;TMEM38A;RNF138;NR4A1",""
5726,-1.97665086389613,0.79884276575644,0.276616341065177,0.948245913072842,21,21,"IGK;SAMD12;C11ORF96;LATS2;VLDLR;SNHG17;MALL;PLS1;MYH11;CCNG2;CRAT;PYCARD;PLEKHA8;FNIP2;NFKBIZ;PRAP1;MZT1;MUC12;LHX6;APOL4;PCOLCE",""
5727,-1.52881463227465,0.845321463547476,0.276482884774416,0.995234757042197,21,21,"S100A8;HPGD;PPARG;TP53INP1;CD69;TUBB2A;IL2RG;MMP12;RNF43;SCARB2;ATL3;YWHAE;PPIL4;BIRC2;THY1;CA2;HADH;NEAT1;ANKRD13B;LYVE1;RHOF",""
5728,-2.60332864606491,0.781668992762159,0.280857805552204,1.11864567645154,21,21,"RHOBTB3;SMOC2;AUTS2;MIR23AHG;INSL5;TOX3;PFN2;TDP2;NNMT;RFTN1;AIMP1;AURKA;PRSS16;IP6K2;SLC6A8;GZMB;INPP1;IL1R2;TYW5;MTA2;ACSL1",""
5729,-1.97499116665707,0.811009014947582,0.27636605054163,1.14242639443513,21,21,"NEAT1;STMN3;RB1CC1;SLC25A46;TNNT1;MT2A;C9ORF152;TXNIP;CTSK;FUT8;CREBZF;PCM1;CYB5D1;RHPN2;PLTP;AZGP1;FZD5;GOLGA8A;IFT140;ZC3HAV1;DEPTOR",""
5730,-1.97437244676408,0.815396200607022,0.272264264763425,1.14128991235409,21,21,"PCCA;AQP1;CRYZ;LMO7;MNS1;TPX2;MRPS21;HLA-DRA;KRT19;OXR1;ADAM19;IRF9;ITPRIPL2;SACM1L;WNT5A;CKB;DNMT1;VCAN;MYO1G;ABHD13;AKR1B1",""
5731,-1.91397113825832,0.796335048643923,0.256818173644008,0.869807511190725,21,21,"CNN1;EDN1;RASSF3;ARRDC3;EDNRB;OSBPL8;FXYD3;PALLD;CTHRC1;APOL1;IQGAP1;MELK;ADAMTS9;CRELD2;G0S2;DPEP1;PSMB10;LGR5;DDX51;MIR4458HG;AKR1B1",""
5732,-1.86948800070207,0.836619194160844,0.292467811561847,0.936118970556964,21,21,"GSPT2;IGHD;C11ORF96;ENGASE;DLGAP1-AS2;CES2;RPL22L1;C9ORF152;TMEM176A;VWA5A;CERCAM;SUCLA2;DENND2A;WDFY1;CDK6;CXCL3;MANSC1;EFNA2;GRASLND;MTHFD2;CHURC1",""
5733,-1.55020742874592,0.847827856027052,0.217637732022138,0.621014762770999,21,21,"IGLV@;SCRN1;ASNS;FOXA3;GPR171;PYGB;SELENBP1;MMP2;LCN2;STK38L;NRBP2;NRIP1;GGT7;KLF10;SMPDL3A;DPEP1;RPS6KA3;PDCD6P1;MAP4K2;IGF2BP1;EFNB2",""
5734,-1.06944556196752,0.881434826965392,0.300989853951762,1.22448000073547,21,21,"PLAGL1;CRACR2A;TIMP2;ZFP36L2;P2RX7;TMEM97;FOS;ACSL5;IGFBP7;SINHCAF;PARP6;SH3BGRL2;FXN;REEP5;CD74;RUBCNL;PURA;MUC12;PIK3CB;GLDC;LPAR6",""
5735,-1.92128286209384,0.815091140753226,0.288003679281337,1.22187181522868,21,21,"MYL9;IFI6;ZNRF3;ATP11A;TMEFF2;MMP2;GUCY2C;CKS2;RAB31;MTUS1;PIK3R3;BKGD;ZNF432;RYBP;SELENOM;AGR2;PSMB10;ADIRF;ITGAX;EEF1D;MECOM",""
5736,-0.676261371888994,0.944236789466039,0.322256243599425,1.13922264462428,21,21,"IGKV4-1;GPSM2;TXNIP;ANO9;SOX8;MT1F;HBB;GPA33;IRS2;KIF4A;RETSAT;PRSS8;TBC1D2;PFKM;MAP3K20;AREG;CANX;GALC;IL2RA;CCDC146;ISG20",""
5737,-1.6993589625437,0.861610267683818,0.255861322232561,0.725217112270989,21,21,"CLU;SCML1;GSN;EPHB2;L3MBTL1;ZBTB38;PTGER4;CDC42;MMP12;MBP;ITPRID2;CCNB2;LMLN;MAPRE1;HOXB9;EFEMP1;ASAH1;HBB;ZDHHC11;GATA2-AS1;PROCR",""
5738,-1.74475242685409,0.834476190200275,0.313981850439241,1.24839609006559,21,21,"COL12A1;PRRX1;ZNF91;TPR;EDNRB;CDC42EP5;SERPINE2;S100A14;MEP1A;PCDH18;PRRG1;SNHG17;SRPK2;BRD3;AGT;TRIM22;RNF114;RBM6;ZNF37A;BRWD1;GINS1",""
5739,-1.46374908559891,0.860472905972028,0.31057798306192,1.19810440373515,21,21,"MUC1;SLC3A1;WARS1;UBE2Q2;DAPL1;C11ORF96;SULF1;CKB;RGS2;ECM1;LIN7C;KTN1;MARS2;WDR12;STXBP1;ANTXR1;FEN1;GALC;SETD4;RASGRF2;SPON2",""
5740,-1.67215505964642,0.810206108611172,0.292019078490085,1.18302855854619,21,21,"BHLHE41;XDH;TRABD2A;FGD4;KANK4;MYADM;RARRES2;VIL1;C11ORF96;TRPM4;PIK3R3;SCARB1;FADS2;PRXL2B;RGS5;AKAP12;RNF135;CXCL10;ALG9;SUCNR1;LPAR6",""
5741,-1.12871274041654,0.883063986535564,0.242555172847522,1.10959764370546,21,21,"CD163;PTGIS;HNRNPDL;TSC22D3;FGF19;ATP8B1;SPARCL1;PPP1CB;H2BC12;VPS35;PRRG1;NPDC1;ZDHHC23;NDUFA5;HTRA1;QPRT;FAM83H;SPAG1;NRGN;RAD18;TRPM4",""
5742,-1.94882435075084,0.82424312028761,0.292416382330881,1.20868780815946,21,21,"SLC44A4;CXCL9;ANKRD22;TMX4;CD69;TMT1A;INHBA;ENO1;C9ORF152;SPIN4;SP140L;PANK3;PTPRG;NXT1;RASEF;IGLV@;ENTPD6;CCN1;PPCDC;PIP4P2;GMFB",""
5743,-2.71770402755578,0.783547137114076,0.273922286513163,1.2261616257512,21,21,"TRIM31;ELAPOR1;EPPK1;MECOM;INO80D;CD55;IGLL3P;MYB;GOLM1;OTULINL;TRMT6;GLUL;LARP1B;RRS1;WNT5A;MGP;TEAD1;CCL18;BLTP2;SPMIP6;SELENOM",""
5744,-2.41930155222219,0.765455278817624,0.26223872451489,1.01666610930989,21,21,"EFEMP1;GPSM2;MRPS21;GPC4;BNC2;S100A4;FOS;MT1X;HBB;ELK3;PARD6B;AGPAT5;RP2;QDPR;RHOBTB3;MATN2;DCXR;SAMD12;ZNF37A;COLCA1;SAMHD1",""
5745,-1.58101072704575,0.8513272201957,0.291136618523986,0.856905377838274,21,21,"PADI2;PCMTD1;EDIL3;LMO4;IL11;SERPINB6;MALL;PRSS3;S100P;NLRC5;LSM5;EMC2;PAK1;RYBP;ZNF655;GBP1;SLC9D1;LAPTM4B;ESD;NRDC;TMEM238L",""
5746,-3.46735087757986,0.737354557794372,0.272157243949669,0.760169071002818,21,21,"RNF186;AMIGO2;EIF1AX;KIF4A;CLIC2;ACSL5;AGR2;GMDS;SERPINA1;CYP2J2;SELENOI;TCF12;COX15;MAPRE1;MTSS1;HLA-DMA;ADK;ADIRF;SUGP2;ARL10;SYTL2",""
5747,-2.68497853600748,0.773202263701776,0.2590752855934,0.881586464288675,21,21,"GPX3;DPEP1;AUTS2;ELK3;TNMD;PPP1R1B;PRR15;TSPAN6;ASCL2;IAH1;PRRG1;PROSER1;PGM2;RYBP;CDH11;PARM1;ACVR1B;AKAP12;TERF2;SPMIP6;TPR",""
5748,-1.88273197428075,0.841126298279601,0.273822687827823,1.23925649065249,21,21,"MMP7;RNF186;ISG15;FOXA3;SPRED1;SNHG17;ZG16B;TMEM176A;NEBL;CENPN;ARRB1;STIP1;CLN5;RCN2;GINS1;ELAPOR1;CASP7;LYPD8;SUPT7L;IGF2BP1;ACKR3",""
5749,-1.6021960027499,0.850931341981432,0.275366594769782,0.89067614972103,21,21,"RAB27B;NEAT1;EPB41L2;MLH1;DCDC2;MT2A;MRPS21;NFKBIA;CCL20;CORO2A;F2R;CAPG;SIGLEC10;FAM8A1;PRSS2;IGLV3-25;MLXIP;ACTG2;CYP11B2;NSMCE4A;CBFA2T2",""
5750,-1.61059014269922,0.839694245472859,0.296377225676226,1.09360681292445,21,21,"HOXB3;CMPK2;UBE2L6;LATS2;FST;ELOVL5;PSAT1;FAT1;SOX9;GAS2L3;F2R;CTSC;EXO1;PNP;SGMS2;RNF186;RBBP4;CXCL9;GOLGA2P10;FZD8;AP1S2",""
5751,-1.13744734672831,0.891039834997158,0.265804141283053,1.13838293111912,21,21,"AK4;APOLD1;SLCO4A1;FUT2;PKIA;S100A14;RGS2;GPA33;CRIP1;SRD5A1;METRN;MRC2;MTFMT;LYRM1;ITGB8;TRIM22;IER5;MUC12;PIK3R5;BHLHE22;TWF1",""
5752,-1.34911322253398,0.876743623384901,0.265364410692746,0.824884459233123,21,21,"IGHV1-69;SLC6A8;CDC42EP5;SINHCAF;EPHA3;C11ORF96;GUCY2C;RNASE1;JCHAIN;TJP2;CREBZF;PLAUR;BLOC1S6;PPP3CA;GALNT6;IGLL3P;EIF4EBP1;TESC;CMKLR1;FAT4;THY1",""
5753,-1.97038909916195,0.823054745610718,0.28132476539773,1.0877120438801,21,21,"RBM6;PPP1R14C;PMP22;PVT1;CSAG3;DDIT4;PRAP1;MGST1;LAPTM4B;TMEM139;PTPRM;ABCC3;NCAPH;GLOD4;PBX1;PSAT1;FCHO2;GALC;SUGP2;CLEC10A;TAP2",""
5754,-2.50288212022162,0.696869901383413,0.261798475320997,0.997443742495656,21,21,"DCN;SORBS1;CEBPA;GADD45B;H3C10;PALLD;CD55;MSN;SLC12A2;HMMR;XYLT1;PLPP1;TMTC3;BIRC2;CD53;COL11A1;ZBTB33;C3;MICA-AS1;MYLIP;MACROD1",""
5755,-2.44288319364212,0.808866827762372,0.300983846113814,0.84659919666878,21,21,"LYPD8;PBK;HLA-DPB1;LSP1P5;CLEC7A;GPA33;SLC6A8;MSMO1;LDHB;IL22RA1;CASD1;DNTTIP1;SNX25;NUP37;CDK6;PM20D2;SLC35F5;HOXA10;ZDHHC11;TCEA2;PTGDS",""
5756,-1.54181936309958,0.871791452387672,0.312238209153982,1.13922264462428,21,21,"GOLGA8A;RETREG1;TIMP2;SMIM3;C5ORF46;AOC1;NEAT1;FAM3D;IRS2;BHLHE40;NPM3;CCDC14;GGT7;TPRKB;BASP1;DDC;FNTA;GPSM2;ZNF30;ZMYM6;MECOM",""
5757,-0.53108623983724,0.943227106689229,0.286346085808467,0.6153093188602,21,21,"LYPD8;GSPT2;MKI67;TSC22D3;HHEX;ANXA3;TPBG;FSTL1;TSPAN1;TMEM30A;WWP1;RAD21;EIF4A1;GLG1;PBX1;MMP1;CDKN1A;LAPTM4B;SNED1;NUDT16;SRRM2",""
5758,-0.952042255744804,0.901531451943312,0.284945579305352,0.65548610972756,21,21,"CXCL2;BAMBI;LAPTM5;LZTS3;FIBCD1;OSBPL8;FXYD3;PYGB;CEACAM6;TP53INP1;NDRG3;CHSY1;OSTM1;COMT;DDX60;MXRA5;WASHC3;IGFBP2;BIRC7;SIGLEC1;GSTO2",""
5759,-1.8029733728825,0.841948601772021,0.254659130886674,1.0660243300061,21,21,"PDCD6P1;BAMBI;ATP2C2;AKR1B1;PLEKHS1;GJA1;SLC6A6;CDK1;PSAT1;WDR54;LTBP2;PTP4A1;GMPS;RUVBL1;PCMTD1;AREG;PSMA7;GBP1;ASGR2;TCEA2;CTNNA1",""
5760,-1.50375910204501,0.857281596940535,0.27476820495255,1.20868780815946,21,21,"BST2;GSPT2;PRKCI;ATP11A;SLC9A7;TXNIP;CKB;VIL1;C9ORF152;DGKH;DPH6;FEN1;PCYOX1;FLNB;CYP3A5;SLC44A4;NAPRT;GALC;POU5F1P4;LINC01355;EGFR",""
5761,-1.51957864382779,0.862641970650871,0.256703438004555,0.876601289601154,21,21,"NR3C2;FARP1;OAS1;SRD5A3;SLC19A3;ANXA3;CCN2;TMEM97;TAGLN;SLC1A4;CDC42EP1;FEN1;DNA2;SERINC1;PMAIP1;EFEMP1;RBBP4;NOX1;POU5F1P3;CLEC10A;F12",""
5762,-1.17428310246535,0.884953310040092,0.273268336403359,0.997443742495656,21,21,"PRRX1;HOPX;CRYZ;UPF3B;ALDH1A2;DPYSL2;H2BC5;ITM2C;SLC12A2;HEG1;NPM3;PRRC2C;BAG5;FLNB;STAT1;CXCL1;TMED4;MUC5B;GLB1L;ZNF573;DGKH",""
5763,-1.61465163025842,0.863368491651347,0.275656073663438,0.808347440338627,21,21,"CXCL2;DPEP1;MGLL;SFN;TNNT1;AUTS2;RAB31;RRM2;GPA33;NUDT5;MPC2;GRTP1;SPCS3;ARID5B;TMPRSS2;PTPRO;ZBTB18;ZDHHC2;SAXO5;LOC100996583;CDCA7L",""
5764,-1.28358025196067,0.893916048606551,0.252520557550674,0.916664454773759,21,21,"EDN1;SLC3A1;CDC42;LSP1P5;DLGAP1-AS2;ZMYND8;SLPI;SOX9;CLRN3;IL13RA1;RAVER2;KDELR3;GALNT18;TMEM14A;TCIM;LINC02086;SLC35F5;GBP3;RPLP2;ERCC6L;MXD1",""
5765,-1.30220642390359,0.87831685440975,0.297771234787314,1.19735217809345,21,21,"AZGP1;SMOC2;PIP5K1B;SVIL;SATB1;TMT1A;ANKRD22;MGST1;IGKV4-1;LSP1P5;SP110;ITGA2;GTF2H3;C1GALT1C1;CAV1;NEAT1;MZT1;PM20D2;EME2;SIGLEC1;TPM4",""
5766,-0.409370408754118,0.950548592850293,0.270013684758584,0.940176537907891,21,21,"VSIG2;PCMTD1;C12ORF57;TRIP13;P2RX7;LAPTM5;CDC42;TUBA1A;MT2A;ACTR2;CRIP2;RAD21;DYNC1H1;TRIM14;HSD11B2;ACTG2;NMI;ADAMTS2;CCHCR1;PCSK1N;TCFL5",""
5767,-2.89790863421077,0.762840846229307,0.238056793088256,0.576438579637767,21,21,"TMEM106B;ALDH1A1;S100A14;CBFA2T2;GUCA2B;MMP2;PDZK1IP1;NCOA7;SPINK1;NLRC5;PRRG1;KCNQ1;PLEKHA8;SAE1;MMP11;PCK1;MZT1;IFIT3;CFAP69;ZDHHC13;CAV1",""
5768,-2.88100461090869,0.7754967037454,0.258612175909947,1.08209987455043,21,21,"CCL18;IGLJ3;UBE2S;CLDN15;ST8SIA6-AS1;CDK1;GPA33;OAT;SLPI;TAP2;PARP6;BKGD;NR2F2;INTS8;AHCYL2;MUC20;CHMP4B;CXCL2;CCHCR1;CCDC146;BCL2L14",""
5769,-0.0411002295286871,0.996070180673707,0.300788026403171,1.06814577008758,21,21,"CCN1;FABP6;SORL1;TBC1D4;MCOLN3;PRSS3;ISG15;C12ORF57;CDC42EP5;LAMC2;LTBP2;EPS8L3;OSTM1;QDPR;MELTF;PBK;TMEM230;DPEP1;PASK;CCDC146;ZNF503",""
5770,-1.59213547689299,0.847446261099195,0.315596000888748,1.06814577008758,21,21,"SULF1;DUOXA2;NRIP1;RBPMS;GNA14;ID3;CXCL1;PALLD;CDC42EP5;NLRC5;SEPTIN10;CEBPA;KNTC1;AGPAT2;CD74;TIMP3;STK39;MGP;DENND1C;ZNF573;FOXM1",""
5771,-1.24345741819871,0.871573965896785,0.297059361238311,1.10959764370546,21,21,"PLCB4;FGL2;TXNIP;EMP3;EYA1;PSMB9;TSPAN12;C12ORF57;H2BC12;MXRA8;ATP2B1;MUC3B;NUBPL;RRS1;N4BP2L2;HMGCS2;DCXR;TMEM64;PPCDC;FZD8;CDK6",""
5772,-1.51849474263592,0.869936905344832,0.249149140124475,0.876601289601154,21,21,"GOLGA8A;EMB;ANXA3;LSP1P5;IKZF1;FAM13A;TOP2A;TMEM97;ID1;PCDH18;LPXN;ARGLU1;CDC45;DCUN1D5;NQO1;GBP3;SH3BGRL2;CCL28;MIR34AHG;DNASE1;GSDMB",""
5773,-1.34474825942516,0.872769598871736,0.289237439319132,0.633971800827918,21,21,"RHOBTB3;SCML1;C8ORF33;CNN3;INSL5;IL32;MAOA;PLS3;KRT20;UHMK1;TNFRSF10A;MYOF;CEP20;MPC1;EHF;GOLGA8A;TMEM243;HOXA10;PRUNE1;PDP2;SLC18B1",""
5774,-1.75252772992643,0.831559256186813,0.242764877889113,0.731900626152648,21,21,"CXCL9;EFEMP1;PROSER1;SOD2;SATB1;SH3BGRL;FBN1;TIMP2;CEACAM6;RPP25;RECQL;RNASEH2A;G3BP2;KLF10;TCEA3;MMP1;CHCHD7;PCCA;KRT81;SMPDL3B;KIZ",""
5775,-2.05245915644044,0.808762829260208,0.269743384452886,0.98211004898093,21,21,"PPP1R14D;ZDHHC2;CPNE1;SLC22A23;ISL1;TMEM54;ANP32E;TMEM176A;MT1G;PVT1;CEP57;PRRC2C;CAB39;SAE1;ANKRD37;MX1;TMC4;CHN2;GPER1;TGIF2;FOXA2",""
5776,0.39867579079228,1.04147751688213,0.286175919058537,1.12895138550794,21,21,"COL12A1;GPX3;EPPK1;MIR23AHG;REN;CMBL;FAM3D;TSPAN13;CD55;GJB3;CEP44;CDKN1A;BLOC1S6;PSMD10;SLC6A8;LOC105379173;ARF6;POSTN;HYKK;TM2D1;SLCO4A1",""
5777,-2.5586073711204,0.769484025187456,0.245060098256916,1.16048613418565,21,21,"DUOXA2;GALC;OAS1;RNF19B;CPLX1;C9ORF152;GBP1;TMEM176A;COL5A1;RFTN1;PTBP3;KLF6;TOP1;BLVRB;DDX60;RUBCNL;ELF1;IGLV3-10;TFG;LTF;LNX1",""
5778,-1.90810612089696,0.771292714971508,0.29260551692584,1.03896764541156,21,21,"CXCL9;CD163;FSTL1;TMX1;LEPR;RTL8C;GPA33;CHCHD10;PAPSS2;HMOX1;HOXA11;CDC20;GALNT18;TCEAL4;MT1F;AK4;CASP6;INHBA;SRPK3;ZNF506;ACKR3",""
5779,-1.75607463880767,0.855199580328331,0.314606137084575,1.11255270913338,21,21,"RHOBTB3;POF1B;ITGA2;KRCC1;BEST2;IGFBP4;INHBA;A2M;FAM13A;CENPN;MRE11;TMPRSS4;KIAA1217;NDUFA5;HKDC1;TRIM31;ZBTB18;ARL4C;QTGAL;ZNF329;CTNNA1",""
5780,0.653529413908753,1.07197517844859,0.320741051805946,1.26100477328406,21,21,"DUOXA2;ENPP3;PTP4A1;LTBP1;TMEFF2;SPARCL1;SLC6A8;DPYSL2;APCDD1;SCOC;ATP2C1;HACD3;UPP1;NCOR2;EPHB3;GNE;SLC9D1;IGK;NPHP4;DNASE1;MBNL3",""
5781,-2.21830868827328,0.796002145370426,0.302690688732534,1.10959764370546,21,21,"PPP1R14C;HOXB6;ABCC3;C2;HOXD11;TM9SF3;TMT1A;PAM;H2BC12;DCAF13;PHF20L1;KLF6;NUFIP1;MCM3;MFAP2;PDCD6P1;ACADM;ARL4C;UBXN2B;LYVE1;SRD5A3",""
5782,-0.327568308330557,0.96813265261459,0.256576332389517,1.04649541255851,21,21,"MUC1;IFIT3;GJA1;C1ORF21;STK31;BIK;TCEA3;HSPB1;MT1HL1;ETV4;VAPB;GFPT1;MAST4;RPF2;UGT8;PHLDA1;STK39;MYL9;LHX6;ZFHX3;FBP1",""
5783,-2.93263906962843,0.744514631362523,0.280189298580733,1.19735217809345,21,21,"GOLGA8A;GPSM2;SLC35A1;GPC4;MSR1;TMEM176A;TMEM106B;GGH;IGKV4-1;PDK1;XYLT1;YAE1;SPCS3;PCNP;EFNA2;MATN2;CHMP5;CXCL2;CYP11B2;DDO;BLVRA",""
5784,-2.12655160130036,0.822828153881683,0.246321876301314,1.10416198154214,21,21,"EMB;MAFB;LRATD2;DEPTOR;SST;MT1G;RAB31;PLBD1;CXCL1;TBL1XR1;INSIG1;GSE1;SEC63;GLA;XK;CA12;TMED3;IL1B;ZBTB42;DNASE1;SLC39A5",""
5785,-1.28115060819873,0.874487889408779,0.270825567812969,1.13900341794307,21,21,"NOX1;ENPP2;ECT2;FAM107B;GLIS3;PYGB;TCEA3;TIMP1;COL15A1;LGR4;AIMP1;CTSB;LARP1B;BRD2;LEF1;PIGR;UBXN4;PBLD;ACOT11;LTAP1;CBFA2T2",""
5786,-1.41344674818575,0.854442394288204,0.228654835421482,0.784259965811503,21,21,"ASPN;SERPINE1;C11ORF96;RPS11;SYNGR3;IFI30;FLNA;MGAT5;LCN2;DGKH;RETSAT;CENPF;KAT14;ADRM1;ENC1;IGHM;IRF9;ELAPOR1;EPM2A;LTAP1;GSDMB",""
5787,-1.16149460073461,0.838679940022702,0.2435965067141,0.687825607203291,21,21,"APOLD1;SORBS2;GLRX;STOM;H3C10;TMT1A;RAB31;PAPSS2;IGKC;SMTN;ELL3;CAPG;FECH;PLSCR1;THY1;AREG;IRF9;MAFB;SSC5D;ZNF44;SELENOM",""
5788,-1.35000141494007,0.882559412219048,0.275940064379451,0.866371715700272,21,21,"PRAP1;FGFR3;PKP2;PTK6;SCNN1B;ISG15;MT1F;ELOVL5;PPP1R1B;FOXM1;COBLL1;MYO1D;RALGPS1;ARID5B;CRISPLD2;TESC;CUL5;TMEM200A;MYO1G;HSPA12A;MYO5B",""
5789,-2.83398946593801,0.754462926145632,0.295016077746486,1.25789481175192,21,21,"DACH1;COL12A1;EPB41L2;GSDMB;TNFSF11;FABP5;CXCL1;HLA-DRA;PALLD;TMEM260;DNAJC3;CHMP4C;NUFIP1;CREB3L2;TNS4;DDC;SH3BGRL2;PBLD;LINC03064;PTPRK;F12",""
5790,-1.07871883049017,0.874161180388058,0.26957994699405,0.886109234749925,21,21,"ADIRF;CD163;ASNS;SLCO4A1;SFRP1;NNMT;ANTXR1;OSBPL8;IGKV1D-13;BAG1;UBXN8;KLF6;PCCA-DT;AGPAT2;TRIM22;GPNMB;PAICS;C3;TCF7L1;SLC6A4;ADORA2B",""
5791,-2.22892309464578,0.806066502880281,0.291132443207195,1.02660103626427,21,21,"MEP1A;IGLV3-10;NUTF2;TPR;DAPP1;GPRC5A;EPHB3;FAT1;GPNMB;TAP2;MARCKS;SNHG17;MFSD8;INTS8;CDH1;MGP;SC5D;MMP9;SUGP2;AHNAK;EZR",""
5792,-1.84536966205356,0.823869035649783,0.264259920667098,0.876746203884725,21,21,"SPAG1;MRC1;PYCARD;LRIG1;ZNF880;AURKA;ADIRF;MT1HL1;MT1X;MYO5B;PRPS1;ZNF292;BCKDHB;MAPK6;HSD11B2;VCAN;NAA38;CHN2;CAMK1;NUDT16;SAMHD1",""
5793,-1.48011542851486,0.84773164368212,0.275833891762481,1.20406847120723,21,21,"EFEMP1;SCRN1;MGLL;COTL1;CPLX1;PLIN2;CDH11;SERPINB6;CXCL3;TCEAL3;CBR3;NOTCH2NLA;ZNF267;GLG1;HLA-DMA;DMBT1;ACVR1B;PBLD;MAP3K14;ZNF585B;CEP55",""
5794,-1.94827687470134,0.798805491709797,0.303716575021784,1.10621035901535,21,21,"PBK;RETREG1;ASPH;LCP1;PRR16;LAPTM5;MELTF;PFKP;ACTG2;C3AR1;MOSPD1;ZNF292;POT1;QDPR;PROCR;IGFBP5;PSMB10;LYPD8;CFAP69;LTAP1;MAF",""
5795,-2.65619700747642,0.742828568888251,0.316848385706365,1.26100477328406,21,21,"IGLV@;RBP1;ATP2C2;CNN3;FGB;ITM2C;SPAG1;FSTL1;APCDD1;TYMP;EIF4E;CPNE3;TMEM68;ITPA;PPP1R14D;SRGN;ANO6;ANTXR1;CFAP69;EIF3E;SRD5A3",""
5796,-1.52003962290795,0.84430196761518,0.329419727457298,1.27142629806592,21,21,"ANP32E;CRACR2A;IGFBP4;FGD4;CLEC7A;CRYZ;S100A14;CCN2;MXRA7;DIDO1;NDRG3;KRAS;PHOSPHO2;LITAF;LACTB2;GALC;WASHC3;IL1B;DOK2;RBL1;HNRNPD",""
5797,-2.56496816162645,0.800494666279985,0.263852345801501,1.08209987455043,21,21,"PLCB4;TNFRSF11A;DPYSL2;SYTL2;NSUN7;IGFBP5;HOXB3;FAM3D;SLPI;DCAF13;EIF4E;PKP2;BMP1;NCOA6;SESN1;SULF1;TMEM30B;AMIGO2;SLC67A2;ARHGAP42;GMFB",""
